project_id,start_date,end_date,planned_duration_days,actual_duration_days,team_size,num_bugs,num_change_requests,delivery_delay_days,budget_overrun_pct,predicted_risk
P38397,2022-03-12,2022-09-07,189,179,25,75,1,-10,0.09,Low
P38398,2022-11-15,2023-01-14,60,60,9,69,13,0,0.14,Medium
P38399,2024-08-24,2025-02-20,177,180,6,96,17,3,0.55,High
P38400,2020-06-02,2020-09-08,62,98,13,22,18,36,-0.07,High
P38401,2020-06-25,2021-03-04,235,252,5,75,8,17,0.14,Medium
P38402,2024-12-12,2025-07-13,157,213,21,91,5,56,0.06,Medium
P38403,2024-03-02,2024-08-30,122,181,9,47,0,59,0.28,High
P38404,2024-04-28,2024-08-08,115,102,24,66,13,-13,0.28,High
P38405,2023-09-04,2024-05-12,197,251,11,63,18,54,0.15,High
P38406,2022-12-22,2023-06-06,171,166,6,1,1,-5,0.1,Low
P38407,2021-05-07,2021-06-10,61,34,9,94,16,-27,0.46,Medium
P38408,2022-11-25,2023-03-02,88,97,23,38,4,9,0.4,Low
P38409,2024-10-27,2025-06-08,186,224,10,87,15,38,0.55,High
P38410,2022-04-29,2022-12-10,193,225,20,32,1,32,0.46,High
P38411,2020-06-09,2020-12-10,188,184,28,51,12,-4,0.48,High
P38412,2022-05-13,2022-11-06,166,177,10,46,5,11,0.03,Low
P38413,2024-03-21,2024-08-25,111,157,13,84,0,46,0.41,High
P38414,2022-02-14,2022-09-12,161,210,26,90,5,49,0.41,High
P38415,2021-08-15,2021-10-30,91,76,16,15,13,-15,0.37,High
P38416,2023-12-11,2024-08-17,194,250,19,37,16,56,0.31,High
P38417,2024-04-09,2024-06-20,80,72,9,4,18,-8,0.47,High
P38418,2022-02-12,2022-10-21,225,251,11,91,0,26,0.04,Low
P38419,2021-12-01,2022-06-16,168,197,15,89,19,29,0.35,High
P38420,2021-12-17,2022-07-23,163,218,16,35,4,55,0.52,High
P38421,2021-10-08,2022-03-14,182,157,9,17,16,-25,0.48,High
P38422,2024-01-20,2024-07-22,207,184,17,45,0,-23,0.47,Medium
P38423,2021-11-19,2022-04-27,171,159,11,62,5,-12,0.06,Low
P38424,2024-05-14,2025-02-15,223,277,18,72,18,54,0.49,High
P38425,2020-12-16,2021-05-19,172,154,24,95,3,-18,0.03,Low
P38426,2023-09-10,2024-02-04,96,147,22,28,2,51,0.46,High
P38427,2022-06-16,2022-08-16,79,61,12,73,14,-18,0.48,High
P38428,2024-09-27,2025-03-13,193,167,28,70,2,-26,0.58,Low
P38429,2022-03-08,2022-10-29,178,235,26,39,1,57,0.25,High
P38430,2024-03-12,2024-10-09,212,211,17,91,4,-1,0.21,Medium
P38431,2023-12-01,2024-02-26,105,87,28,40,15,-18,0.44,High
P38432,2024-01-16,2024-06-20,120,156,20,11,4,36,0.42,High
P38433,2023-04-07,2023-08-26,83,141,21,0,6,58,0.15,Medium
P38434,2022-08-07,2022-10-19,97,73,9,93,15,-24,0.39,High
P38435,2020-02-06,2020-07-08,164,153,27,75,16,-11,0.11,Medium
P38436,2022-06-14,2022-11-26,193,165,12,30,18,-28,0.58,High
P38437,2023-03-13,2023-07-31,99,140,11,71,8,41,0.42,High
P38438,2024-12-13,2025-03-05,104,82,7,74,18,-22,0.08,Low
P38439,2022-04-14,2022-07-25,129,102,6,37,3,-27,0.22,Low
P38440,2022-02-14,2022-04-27,60,72,23,60,18,12,0.19,Medium
P38441,2023-10-18,2024-04-12,203,177,29,59,13,-26,0.26,High
P38442,2022-06-28,2022-11-03,114,128,20,0,15,14,0.11,Medium
P38443,2022-10-22,2023-07-05,229,256,9,87,14,27,-0.08,Medium
P38444,2022-03-18,2022-06-23,115,97,17,86,11,-18,0.5,High
P38445,2023-03-09,2023-10-22,186,227,5,48,2,41,0.07,Medium
P38446,2020-10-10,2021-03-28,187,169,20,91,17,-18,0.3,High
P38447,2021-10-26,2022-04-26,147,182,23,4,7,35,-0.09,Medium
P38448,2021-10-27,2022-03-01,78,125,13,3,15,47,0.38,High
P38449,2022-02-06,2022-07-06,179,150,15,5,4,-29,0.08,Low
P38450,2022-05-11,2022-09-05,73,117,17,47,7,44,0.24,High
P38451,2020-12-08,2021-05-15,109,158,22,94,2,49,-0.05,Medium
P38452,2021-01-16,2021-04-25,90,99,10,7,4,9,0.12,Low
P38453,2020-09-09,2021-04-02,189,205,27,23,14,16,0.55,High
P38454,2021-11-05,2022-07-19,211,256,16,23,12,45,0.38,High
P38455,2024-01-15,2024-06-06,86,143,18,69,7,57,-0.03,Medium
P38456,2020-09-23,2020-11-25,74,63,5,73,15,-11,0.1,Low
P38457,2024-09-13,2024-12-12,94,90,15,2,12,-4,0.01,Low
P38458,2023-12-13,2024-07-09,237,209,22,20,2,-28,0.26,Low
P38459,2023-08-17,2023-12-13,117,118,16,7,13,1,0.13,Medium
P38460,2021-07-17,2021-11-06,100,112,23,6,6,12,0.32,Medium
P38461,2021-09-29,2021-12-29,78,91,27,77,17,13,0.2,Medium
P38462,2022-09-27,2023-04-04,166,189,6,94,3,23,0.33,Medium
P38463,2023-01-13,2023-08-23,239,222,19,59,8,-17,0.04,Low
P38464,2022-09-30,2022-12-23,108,84,13,59,16,-24,0.07,Low
P38465,2022-04-21,2022-09-04,121,136,23,37,10,15,0.32,Medium
P38466,2022-01-02,2022-08-06,222,216,8,78,10,-6,0.52,Low
P38467,2022-04-05,2022-08-28,90,145,25,22,3,55,-0.06,Medium
P38468,2024-08-11,2024-11-01,102,82,29,43,4,-20,0.23,Medium
P38469,2022-12-02,2023-02-08,86,68,26,21,5,-18,-0.01,Low
P38470,2024-10-11,2025-02-08,71,120,18,0,11,49,0.32,High
P38471,2023-12-05,2024-03-10,77,96,18,44,12,19,0.52,High
P38472,2021-07-30,2022-01-04,146,158,13,41,18,12,0.48,High
P38473,2022-02-19,2022-07-01,94,132,8,39,1,38,-0.01,Medium
P38474,2022-11-14,2023-04-20,108,157,11,55,5,49,0.11,Medium
P38475,2023-01-02,2023-03-20,94,77,28,62,8,-17,0.3,Low
P38476,2022-04-14,2022-08-19,132,127,17,28,12,-5,0.5,Medium
P38477,2022-02-02,2022-06-29,118,147,22,56,0,29,0.56,Medium
P38478,2021-02-16,2021-10-12,222,238,23,3,7,16,0.35,Medium
P38479,2021-05-21,2021-08-25,60,96,5,22,4,36,0.49,Medium
P38480,2023-05-18,2023-11-16,149,182,28,85,4,33,0.14,Medium
P38481,2023-09-08,2024-02-16,167,161,13,74,12,-6,0.37,High
P38482,2024-04-12,2024-12-27,211,259,13,35,18,48,0.3,High
P38483,2021-12-05,2022-03-17,62,102,28,41,13,40,0.51,High
P38484,2022-11-24,2023-05-05,106,162,15,10,2,56,-0.06,Low
P38485,2024-04-19,2024-11-05,163,200,7,1,13,37,0.22,High
P38486,2021-10-12,2022-01-15,116,95,17,92,17,-21,0.25,High
P38487,2021-03-08,2021-07-05,81,119,22,58,12,38,0.13,High
P38488,2021-03-16,2021-07-16,97,122,28,32,8,25,-0.03,Low
P38489,2021-08-03,2022-02-15,210,196,10,98,1,-14,0.5,Medium
P38490,2022-01-09,2022-08-15,175,218,10,27,13,43,0.15,High
P38491,2023-07-26,2023-12-30,183,157,6,31,10,-26,0.57,Low
P38492,2023-10-09,2024-02-29,141,143,9,17,7,2,-0.06,Low
P38493,2022-03-22,2022-10-31,221,223,14,99,15,2,0.16,Medium
P38494,2022-08-24,2023-02-24,157,184,21,96,14,27,0.59,High
P38495,2024-06-29,2024-12-11,189,165,13,90,11,-24,0.59,High
P38496,2022-07-10,2023-02-12,197,217,17,1,19,20,0.17,Medium
P38497,2022-06-12,2022-09-18,67,98,7,14,0,31,0.14,Medium
P38498,2022-12-02,2023-07-22,225,232,24,59,10,7,0.22,Medium
P38499,2020-11-24,2021-07-10,215,228,24,23,16,13,0.1,Medium
P38500,2021-08-07,2022-02-21,205,198,12,65,19,-7,0.54,High
P38501,2022-01-23,2022-09-08,211,228,14,17,6,17,0.06,Low
P38502,2023-12-23,2024-05-01,120,130,9,90,10,10,0.32,Low
P38503,2022-02-23,2022-07-15,138,142,7,43,17,4,0.38,Medium
P38504,2024-07-05,2024-09-21,108,78,8,85,3,-30,0.09,Low
P38505,2023-07-19,2023-10-15,61,88,17,76,5,27,0.04,Low
P38506,2021-12-23,2022-08-21,202,241,28,33,0,39,-0.02,Medium
P38507,2021-08-02,2022-02-20,168,202,17,31,6,34,0.23,High
P38508,2020-12-05,2021-07-01,190,208,8,13,10,18,0.41,Medium
P38509,2022-09-19,2023-03-27,190,189,23,58,13,-1,0.13,Medium
P38510,2021-03-02,2021-07-27,117,147,16,22,4,30,0.17,Low
P38511,2023-02-24,2023-08-23,126,180,11,94,15,54,-0.01,High
P38512,2020-07-09,2020-11-02,68,116,19,37,14,48,0.19,High
P38513,2020-05-18,2020-08-29,116,103,29,22,10,-13,0.45,Low
P38514,2021-06-11,2021-10-22,163,133,5,73,5,-30,0.51,Medium
P38515,2023-03-25,2023-07-11,75,108,7,65,6,33,0.34,High
P38516,2022-04-07,2022-08-31,142,146,16,75,1,4,0.26,Medium
P38517,2023-08-21,2024-01-20,101,152,6,20,2,51,0.14,Medium
P38518,2020-11-11,2021-06-17,168,218,15,33,16,50,-0.0,High
P38519,2023-07-07,2023-09-27,109,82,8,69,5,-27,0.33,Medium
P38520,2021-12-03,2022-08-18,228,258,27,96,19,30,0.3,High
P38521,2023-07-10,2024-03-09,231,243,6,90,13,12,0.31,High
P38522,2020-08-13,2020-12-08,144,117,10,0,3,-27,0.09,Low
P38523,2024-09-18,2025-02-10,149,145,27,49,3,-4,0.03,Low
P38524,2024-06-13,2025-03-06,213,266,11,82,10,53,0.26,High
P38525,2021-06-21,2021-10-26,133,127,22,65,18,-6,-0.07,Low
P38526,2024-03-14,2024-08-10,99,149,19,67,0,50,0.1,Low
P38527,2024-01-12,2024-09-07,180,239,5,82,5,59,0.48,High
P38528,2024-08-02,2025-04-21,211,262,14,20,13,51,-0.08,High
P38529,2020-02-27,2020-07-26,131,150,27,41,3,19,0.52,Medium
P38530,2020-04-05,2020-08-09,151,126,17,90,5,-25,0.36,Low
P38531,2023-07-03,2023-10-02,67,91,9,92,14,24,0.42,High
P38532,2023-10-20,2024-02-28,140,131,10,87,11,-9,0.07,Low
P38533,2023-11-25,2024-02-14,64,81,13,46,1,17,0.21,Medium
P38534,2020-05-02,2020-11-01,211,183,15,73,13,-28,0.13,Medium
P38535,2022-03-02,2022-10-26,210,238,20,94,14,28,0.02,Medium
P38536,2021-10-13,2022-02-22,95,132,17,31,16,37,0.36,High
P38537,2022-08-22,2023-01-21,151,152,18,14,2,1,0.6,Low
P38538,2020-02-28,2020-09-09,159,194,14,95,14,35,0.39,High
P38539,2021-09-22,2022-03-16,136,175,6,20,9,39,0.29,High
P38540,2023-10-15,2024-06-04,228,233,18,77,3,5,0.46,Medium
P38541,2023-07-27,2023-12-05,155,131,11,2,7,-24,0.12,Low
P38542,2021-12-29,2022-09-09,197,254,25,44,12,57,0.19,High
P38543,2022-04-16,2022-09-21,129,158,27,32,9,29,0.3,Medium
P38544,2022-06-08,2022-08-14,75,67,5,38,15,-8,0.17,Medium
P38545,2020-09-23,2020-11-25,66,63,18,85,9,-3,-0.02,Low
P38546,2020-07-13,2020-12-19,105,159,25,15,19,54,0.37,High
P38547,2023-05-28,2023-12-13,216,199,18,28,4,-17,0.22,Low
P38548,2022-01-10,2022-06-14,167,155,28,67,7,-12,0.07,Low
P38549,2021-07-28,2022-04-06,203,252,25,41,3,49,0.39,High
P38550,2023-08-29,2023-12-03,98,96,21,60,4,-2,0.44,Low
P38551,2024-01-28,2024-10-23,214,269,25,95,1,55,0.05,Medium
P38552,2021-06-01,2021-09-21,97,112,11,10,16,15,0.27,High
P38553,2021-11-18,2022-02-26,121,100,12,58,11,-21,0.14,Medium
P38554,2022-07-22,2022-11-07,79,108,19,44,12,29,0.15,Medium
P38555,2022-07-13,2022-10-30,106,109,5,94,2,3,0.28,Low
P38556,2020-12-22,2021-07-19,187,209,9,68,18,22,0.21,High
P38557,2021-06-16,2021-09-03,83,79,9,13,12,-4,0.26,High
P38558,2024-07-19,2024-12-19,130,153,9,64,6,23,0.44,Medium
P38559,2021-07-23,2021-11-01,109,101,19,57,4,-8,0.1,Low
P38560,2020-04-28,2020-09-28,143,153,21,35,1,10,0.17,Low
P38561,2020-12-28,2021-07-12,226,196,19,23,6,-30,0.21,Low
P38562,2023-11-06,2024-05-30,225,206,7,62,2,-19,0.31,Medium
P38563,2023-12-13,2024-08-20,228,251,9,20,7,23,0.08,Medium
P38564,2020-10-01,2021-02-03,69,125,23,61,5,56,0.07,Medium
P38565,2023-04-05,2023-12-12,231,251,23,64,10,20,0.03,Medium
P38566,2023-07-05,2023-11-27,142,145,20,79,17,3,0.02,Low
P38567,2023-10-08,2024-04-24,172,199,19,52,0,27,0.4,Medium
P38568,2022-01-01,2022-08-14,197,225,7,72,17,28,0.14,Medium
P38569,2021-04-08,2021-09-24,133,169,29,79,1,36,0.34,High
P38570,2020-05-05,2020-06-17,65,43,12,56,3,-22,0.18,Low
P38571,2023-10-25,2024-02-18,93,116,17,71,0,23,0.53,Medium
P38572,2023-05-06,2023-09-12,85,129,12,35,15,44,-0.08,High
P38573,2020-05-02,2020-06-14,61,43,9,30,14,-18,0.53,High
P38574,2023-09-05,2024-04-26,234,234,8,90,0,0,-0.07,Low
P38575,2023-04-15,2024-01-10,226,270,5,64,0,44,0.49,High
P38576,2020-01-05,2020-08-18,231,226,12,84,14,-5,0.09,Low
P38577,2023-02-15,2023-06-25,132,130,24,37,13,-2,0.43,High
P38578,2022-09-23,2023-03-24,132,182,22,8,9,50,0.6,High
P38579,2021-07-21,2022-01-24,215,187,28,43,18,-28,0.22,High
P38580,2024-01-02,2024-08-04,215,215,11,28,1,0,0.14,Low
P38581,2023-04-26,2023-10-11,124,168,26,64,6,44,0.23,High
P38582,2021-07-03,2022-03-08,223,248,16,36,14,25,0.56,High
P38583,2023-01-25,2023-10-31,228,279,5,72,7,51,0.08,Medium
P38584,2024-04-15,2024-11-07,217,206,5,56,17,-11,0.58,High
P38585,2023-11-18,2024-04-02,139,136,18,5,17,-3,0.45,High
P38586,2022-02-01,2022-09-13,224,224,22,64,6,0,0.5,Medium
P38587,2020-10-11,2021-02-07,129,119,6,77,7,-10,0.24,Low
P38588,2021-08-04,2022-01-20,138,169,24,87,14,31,0.17,High
P38589,2023-03-06,2023-07-06,117,122,6,18,16,5,0.47,Medium
P38590,2021-02-13,2021-05-12,78,88,5,5,9,10,-0.05,Low
P38591,2024-02-01,2024-04-24,109,83,24,55,1,-26,0.01,Low
P38592,2022-06-24,2022-11-07,115,136,8,5,14,21,-0.06,Medium
P38593,2022-01-09,2022-04-07,83,88,25,11,7,5,0.34,Low
P38594,2022-02-15,2022-06-29,127,134,24,23,0,7,0.07,Low
P38595,2021-08-13,2022-01-23,189,163,10,66,7,-26,0.28,Medium
P38596,2022-01-31,2022-09-18,204,230,11,71,2,26,0.5,Medium
P38597,2022-02-17,2022-07-02,82,135,12,23,4,53,-0.07,Low
P38598,2024-11-06,2024-12-10,64,34,18,94,3,-30,0.24,Medium
P38599,2024-03-26,2024-06-15,84,81,18,70,18,-3,0.34,High
P38600,2020-09-30,2021-05-08,208,220,18,65,18,12,0.16,Medium
P38601,2022-11-24,2023-05-05,174,162,7,76,10,-12,0.05,Low
P38602,2021-03-08,2021-07-28,146,142,13,97,19,-4,-0.1,Low
P38603,2021-11-06,2022-02-24,111,110,25,3,6,-1,0.35,Low
P38604,2020-02-02,2020-09-07,185,218,19,40,15,33,0.05,High
P38605,2024-11-08,2025-06-21,208,225,13,1,5,17,-0.09,Low
P38606,2020-05-05,2020-12-21,179,230,14,45,3,51,0.23,High
P38607,2022-05-02,2022-10-05,103,156,17,38,18,53,0.42,High
P38608,2022-12-07,2023-08-24,234,260,15,54,0,26,-0.02,Low
P38609,2022-08-06,2023-02-19,207,197,27,75,8,-10,0.21,Low
P38610,2022-12-12,2023-07-30,215,230,19,56,13,15,0.47,High
P38611,2024-06-09,2024-12-10,195,184,26,36,1,-11,0.18,Low
P38612,2023-04-01,2023-11-01,159,214,15,97,2,55,0.27,High
P38613,2023-09-04,2024-04-30,219,239,19,54,3,20,0.08,Low
P38614,2024-05-28,2024-11-11,157,167,9,69,17,10,0.28,High
P38615,2021-11-11,2022-08-07,222,269,14,59,17,47,0.59,High
P38616,2024-08-06,2024-11-30,75,116,5,70,14,41,0.51,High
P38617,2022-07-27,2022-11-15,95,111,11,55,1,16,0.17,Medium
P38618,2020-06-19,2021-01-05,228,200,14,24,17,-28,0.07,Low
P38619,2020-01-02,2020-04-01,74,90,27,69,15,16,0.22,High
P38620,2022-07-13,2023-02-19,184,221,7,64,3,37,0.03,Medium
P38621,2022-05-17,2022-12-19,199,216,18,8,7,17,0.58,Medium
P38622,2022-03-17,2022-08-11,115,147,14,12,15,32,0.21,High
P38623,2020-07-02,2020-11-28,119,149,20,86,7,30,0.02,Low
P38624,2020-08-21,2021-03-01,185,192,25,79,5,7,0.13,Low
P38625,2022-03-10,2022-07-26,132,138,9,0,6,6,0.11,Low
P38626,2021-09-08,2022-06-02,229,267,9,71,6,38,0.46,High
P38627,2021-10-19,2022-01-31,119,104,22,87,7,-15,0.09,Low
P38628,2024-08-10,2025-03-21,194,223,14,39,5,29,0.18,Low
P38629,2024-05-24,2024-12-11,166,201,9,14,11,35,0.31,High
P38630,2020-06-03,2020-11-18,118,168,15,8,6,50,0.08,Medium
P38631,2020-10-11,2021-01-20,90,101,17,2,2,11,0.07,Low
P38632,2024-10-28,2025-02-20,126,115,29,46,15,-11,-0.06,Low
P38633,2020-02-28,2020-11-03,228,249,14,31,11,21,0.49,High
P38634,2022-02-01,2022-09-04,239,215,19,6,16,-24,0.34,High
P38635,2024-12-23,2025-04-01,79,99,27,50,6,20,0.36,Medium
P38636,2024-02-05,2024-03-22,60,46,13,81,16,-14,0.09,Low
P38637,2023-07-21,2024-01-15,140,178,13,44,8,38,0.23,High
P38638,2023-08-06,2023-11-04,89,90,14,11,18,1,0.39,High
P38639,2020-03-23,2020-11-19,226,241,20,7,10,15,0.47,Medium
P38640,2021-11-09,2022-02-23,123,106,22,63,3,-17,0.1,Low
P38641,2021-06-08,2022-01-20,179,226,6,3,4,47,0.19,Medium
P38642,2023-02-05,2023-05-16,91,100,15,44,14,9,0.06,Low
P38643,2023-01-10,2023-10-08,222,271,10,3,3,49,0.03,Medium
P38644,2023-08-09,2023-10-06,76,58,25,30,12,-18,0.35,High
P38645,2021-06-27,2021-11-06,114,132,10,87,11,18,0.31,High
P38646,2022-12-12,2023-06-09,173,179,18,25,0,6,0.14,Low
P38647,2022-03-15,2022-09-27,200,196,26,67,9,-4,0.39,Low
P38648,2022-06-18,2022-12-17,199,182,8,73,3,-17,0.44,Medium
P38649,2023-06-29,2024-02-25,225,241,7,45,17,16,0.56,High
P38650,2022-10-08,2023-03-06,115,149,14,16,14,34,0.48,High
P38651,2021-04-11,2021-11-16,208,219,5,48,15,11,0.36,High
P38652,2021-07-11,2021-12-18,101,160,27,53,13,59,-0.01,High
P38653,2024-02-05,2024-09-27,204,235,10,26,12,31,0.1,High
P38654,2020-08-02,2021-02-10,148,192,9,42,18,44,-0.08,High
P38655,2023-01-22,2023-05-25,102,123,20,18,19,21,0.38,High
P38656,2021-07-02,2021-12-26,160,177,7,10,2,17,0.44,Medium
P38657,2024-02-27,2024-07-06,144,130,28,17,17,-14,0.27,High
P38658,2021-12-31,2022-05-30,134,150,8,78,16,16,0.08,Medium
P38659,2022-12-11,2023-06-12,132,183,6,90,16,51,0.6,High
P38660,2020-11-16,2020-12-26,66,40,16,66,17,-26,-0.07,Low
P38661,2020-04-10,2020-09-28,177,171,22,66,5,-6,0.46,Medium
P38662,2021-01-22,2021-07-03,191,162,18,63,15,-29,0.17,Medium
P38663,2022-06-02,2022-09-14,95,104,28,94,9,9,0.45,Low
P38664,2023-07-05,2023-11-11,95,129,5,47,2,34,0.22,High
P38665,2022-12-23,2023-04-16,120,114,22,38,2,-6,0.49,Low
P38666,2021-06-18,2021-10-07,137,111,14,2,14,-26,0.31,High
P38667,2022-11-21,2023-05-30,131,190,21,1,12,59,0.06,High
P38668,2020-04-02,2020-10-17,194,198,19,51,5,4,0.0,Low
P38669,2021-01-13,2021-08-09,153,208,16,4,8,55,0.16,Medium
P38670,2023-03-18,2023-06-12,77,86,10,45,6,9,0.19,Low
P38671,2024-10-26,2025-04-25,154,181,17,82,6,27,0.3,Medium
P38672,2020-12-20,2021-07-12,222,204,12,15,19,-18,0.33,High
P38673,2024-08-20,2025-01-06,88,139,5,58,15,51,0.53,High
P38674,2022-05-29,2023-02-26,219,273,10,68,16,54,0.47,High
P38675,2023-07-12,2024-02-07,174,210,18,73,10,36,0.45,High
P38676,2023-06-14,2024-03-08,239,268,20,31,13,29,0.15,Medium
P38677,2021-08-09,2022-02-13,163,188,8,83,3,25,-0.0,Low
P38678,2022-11-13,2023-02-08,90,87,21,51,2,-3,0.01,Low
P38679,2024-03-07,2024-07-04,145,119,24,28,10,-26,0.57,Low
P38680,2020-10-06,2021-06-21,207,258,18,93,2,51,0.07,Medium
P38681,2023-04-04,2023-08-30,110,148,28,86,10,38,0.15,Medium
P38682,2024-03-12,2024-07-25,138,135,26,76,13,-3,0.42,High
P38683,2022-04-24,2022-07-20,100,87,9,12,18,-13,-0.07,Low
P38684,2021-06-29,2021-12-31,155,185,18,79,16,30,0.57,High
P38685,2022-07-13,2022-10-29,84,108,26,27,19,24,0.16,Medium
P38686,2023-08-02,2023-09-05,64,34,21,5,7,-30,0.23,Low
P38687,2023-11-18,2024-02-21,105,95,16,82,8,-10,0.17,Low
P38688,2024-10-27,2025-04-18,164,173,26,3,19,9,0.2,Medium
P38689,2022-04-18,2022-09-09,99,144,29,61,5,45,-0.03,Low
P38690,2023-12-31,2024-07-13,184,195,5,79,14,11,0.15,Medium
P38691,2024-02-25,2024-09-08,203,196,21,86,9,-7,0.47,Medium
P38692,2024-10-15,2024-12-30,89,76,28,47,14,-13,-0.06,Low
P38693,2021-03-11,2021-07-05,87,116,29,26,4,29,0.45,Medium
P38694,2024-03-15,2024-08-13,129,151,10,56,7,22,0.18,Low
P38695,2022-12-03,2023-05-10,164,158,14,80,3,-6,0.12,Low
P38696,2020-12-15,2021-03-21,60,96,17,65,17,36,0.08,High
P38697,2020-08-24,2021-04-15,238,234,22,8,5,-4,0.26,Medium
P38698,2024-04-13,2024-08-23,133,132,16,46,5,-1,0.45,Medium
P38699,2024-09-05,2025-03-19,211,195,10,68,0,-16,0.35,Medium
P38700,2023-05-29,2024-03-14,233,290,17,14,3,57,0.31,High
P38701,2022-04-01,2022-09-01,124,153,17,72,15,29,0.04,Medium
P38702,2020-09-11,2021-03-06,190,176,19,52,10,-14,0.43,Medium
P38703,2024-10-28,2025-05-13,176,197,12,93,6,21,0.46,Medium
P38704,2022-02-27,2022-10-12,208,227,23,53,5,19,0.22,Medium
P38705,2020-12-13,2021-05-15,101,153,26,26,2,52,0.39,High
P38706,2023-03-20,2023-06-25,96,97,15,21,13,1,0.33,High
P38707,2021-10-13,2022-04-06,156,175,14,14,10,19,0.31,Medium
P38708,2020-03-28,2020-07-26,138,120,21,10,5,-18,0.52,Low
P38709,2023-08-14,2024-05-13,214,273,29,89,11,59,0.4,High
P38710,2022-03-23,2022-10-27,164,218,20,92,9,54,0.38,High
P38711,2024-01-06,2024-09-16,220,254,5,39,0,34,0.01,Medium
P38712,2020-03-17,2020-11-16,202,244,28,87,1,42,-0.02,Medium
P38713,2020-01-06,2020-06-15,103,161,8,9,15,58,0.55,High
P38714,2020-08-14,2021-02-02,195,172,25,77,16,-23,0.13,Medium
P38715,2023-08-31,2023-11-23,72,84,26,72,18,12,-0.09,Medium
P38716,2020-10-27,2021-03-11,127,135,6,25,1,8,0.09,Low
P38717,2021-12-05,2022-04-17,74,133,5,55,5,59,-0.07,Low
P38718,2024-06-06,2024-09-07,83,93,8,58,9,10,0.02,Low
P38719,2024-09-22,2025-02-24,109,155,14,89,16,46,0.33,High
P38720,2024-08-11,2024-09-26,60,46,27,36,17,-14,0.5,High
P38721,2023-08-04,2023-10-19,97,76,27,92,0,-21,0.07,Low
P38722,2021-11-30,2022-06-06,192,188,29,98,7,-4,0.22,Low
P38723,2020-05-05,2020-12-08,184,217,19,39,17,33,0.36,High
P38724,2022-03-11,2022-09-29,215,202,9,81,13,-13,0.15,Medium
P38725,2024-07-11,2024-12-19,149,161,9,25,4,12,0.2,Low
P38726,2023-06-05,2023-08-29,84,85,9,7,9,1,-0.02,Low
P38727,2021-02-24,2021-09-21,154,209,10,54,5,55,0.48,High
P38728,2020-12-16,2021-04-28,146,133,8,40,1,-13,0.27,Low
P38729,2020-04-20,2020-10-29,213,192,28,61,15,-21,0.53,High
P38730,2023-09-22,2024-01-12,118,112,21,95,14,-6,0.42,High
P38731,2023-08-11,2023-11-28,61,109,28,16,14,48,0.52,High
P38732,2023-04-05,2023-10-23,202,201,28,81,16,-1,0.15,Medium
P38733,2022-03-11,2022-08-03,172,145,15,72,17,-27,0.04,Low
P38734,2020-12-29,2021-07-02,164,185,22,74,3,21,0.51,Medium
P38735,2023-09-09,2024-03-04,196,177,8,86,10,-19,-0.02,Low
P38736,2021-07-08,2022-02-23,210,230,20,27,19,20,-0.09,Medium
P38737,2020-01-28,2020-08-21,162,206,24,66,12,44,0.28,High
P38738,2023-07-04,2024-01-14,189,194,21,53,7,5,0.24,Medium
P38739,2023-08-15,2024-02-18,192,187,15,24,18,-5,0.23,High
P38740,2021-01-08,2021-05-04,86,116,20,98,3,30,0.35,Medium
P38741,2023-01-27,2023-03-26,65,58,14,80,9,-7,0.2,Low
P38742,2023-11-22,2024-03-06,92,105,22,86,9,13,0.16,Low
P38743,2020-02-18,2020-04-19,90,61,10,9,13,-29,0.52,High
P38744,2020-09-24,2021-06-25,224,274,17,76,10,50,0.33,High
P38745,2024-10-18,2025-05-10,146,204,12,38,1,58,0.47,High
P38746,2020-05-18,2021-01-23,196,250,24,72,14,54,0.2,High
P38747,2021-08-30,2022-03-04,196,186,26,17,1,-10,0.21,Low
P38748,2020-02-21,2020-06-11,71,111,5,33,9,40,0.53,High
P38749,2022-05-08,2022-10-28,170,173,25,11,7,3,0.07,Low
P38750,2020-09-07,2021-02-20,138,166,8,55,13,28,0.56,High
P38751,2024-07-14,2025-02-23,218,224,8,94,11,6,0.31,High
P38752,2024-06-23,2024-12-01,158,161,21,23,17,3,0.28,High
P38753,2020-09-19,2021-02-03,110,137,16,41,12,27,0.48,High
P38754,2024-04-30,2024-08-17,112,109,28,17,3,-3,0.02,Low
P38755,2022-12-29,2023-04-10,80,102,25,8,9,22,0.57,Medium
P38756,2021-01-24,2021-09-27,206,246,10,11,4,40,0.38,High
P38757,2020-02-18,2020-10-20,204,245,8,98,2,41,0.08,Medium
P38758,2020-02-20,2020-06-21,94,122,6,30,1,28,0.52,Medium
P38759,2022-11-09,2023-02-04,85,87,21,80,16,2,0.58,High
P38760,2023-09-05,2024-01-27,123,144,26,15,19,21,0.55,High
P38761,2021-10-23,2022-06-16,197,236,11,97,10,39,-0.06,Low
P38762,2024-06-28,2025-01-25,235,211,24,3,6,-24,0.02,Low
P38763,2024-11-18,2025-07-14,238,238,10,74,16,0,0.45,High
P38764,2023-08-02,2024-01-19,165,170,23,14,18,5,0.21,High
P38765,2020-06-19,2020-11-07,139,141,19,82,17,2,0.03,Low
P38766,2024-10-12,2025-06-25,207,256,27,30,1,49,0.47,High
P38767,2020-11-18,2021-08-07,206,262,7,7,0,56,0.17,Medium
P38768,2020-08-22,2020-11-05,69,75,8,24,8,6,0.21,Low
